combo,train_langs,system,metric,language,value
en_es_te,English+Spanish+Telugu,E_joint,joint_accuracy,Overall,0.6381
en_es_te,English+Spanish+Telugu,F_sequential,joint_f1,English,0.7905
en_es_te,English+Spanish+Telugu,F_sequential,joint_f1,Spanish,0.7436
en_es_te,English+Spanish+Telugu,F_sequential,joint_f1,Hindi,0.7257
en_es_te,English+Spanish+Telugu,F_sequential,joint_f1,Telugu,0.8046
en_es_te,English+Spanish+Telugu,F_sequential,joint_f1,Overall,0.7582
en_es_te,English+Spanish+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.7661
en_es_te,English+Spanish+Telugu,F_sequential,classification_macro_f1,English,0.8063
en_es_te,English+Spanish+Telugu,F_sequential,classification_macro_f1,Hindi,0.7417
en_es_te,English+Spanish+Telugu,F_sequential,classification_macro_f1,Indonesian,0.7837
en_es_te,English+Spanish+Telugu,F_sequential,classification_macro_f1,Spanish,0.759
en_es_te,English+Spanish+Telugu,F_sequential,classification_macro_f1,Telugu,0.8046
en_es_te,English+Spanish+Telugu,F_sequential,classification_macro_f1,Overall,0.7819
en_es_te,English+Spanish+Telugu,F_sequential,e2e_span_overlap_f1,English,0.7187
en_es_te,English+Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.6005
en_es_te,English+Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.6769
en_es_te,English+Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.7385
en_es_te,English+Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.8224
en_es_te,English+Spanish+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.7093
en_es_te,English+Spanish+Telugu,F_sequential,joint_accuracy,Overall,0.6276
en_es_te,English+Spanish+Telugu,G_bio,joint_f1,English,0.474
en_es_te,English+Spanish+Telugu,G_bio,joint_f1,Spanish,0.4686
en_es_te,English+Spanish+Telugu,G_bio,joint_f1,Hindi,0.4414
en_es_te,English+Spanish+Telugu,G_bio,joint_f1,Telugu,0.4918
en_es_te,English+Spanish+Telugu,G_bio,joint_f1,Overall,0.4605
en_es_te,English+Spanish+Telugu,G_bio,e2e_span_overlap_f1,English,0.809
en_es_te,English+Spanish+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.6028
en_es_te,English+Spanish+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.6279
en_es_te,English+Spanish+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.7776
en_es_te,English+Spanish+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.2463
en_es_te,English+Spanish+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.6903
en_es_te,English+Spanish+Telugu,G_bio,joint_accuracy,Overall,0.2856
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_f1,English,0.7856
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_f1,Spanish,0.7617
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_f1,Hindi,0.6569
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_f1,Telugu,0.758
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_f1,Overall,0.7592
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_f1_macro_avg,Overall,0.7406
en_hi_te,English+Hindi+Telugu,A_pipeline,classification_macro_f1,English,0.7937
en_hi_te,English+Hindi+Telugu,A_pipeline,classification_macro_f1,Hindi,0.6569
en_hi_te,English+Hindi+Telugu,A_pipeline,classification_macro_f1,Indonesian,0.7905
en_hi_te,English+Hindi+Telugu,A_pipeline,classification_macro_f1,Spanish,0.7782
en_hi_te,English+Hindi+Telugu,A_pipeline,classification_macro_f1,Telugu,0.774
en_hi_te,English+Hindi+Telugu,A_pipeline,classification_macro_f1,Overall,0.7787
en_hi_te,English+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,English,0.6574
en_hi_te,English+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Hindi,0.5215
en_hi_te,English+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Indonesian,0.5856
en_hi_te,English+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Spanish,0.6018
en_hi_te,English+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Telugu,0.7345
en_hi_te,English+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Overall,0.6149
en_hi_te,English+Hindi+Telugu,A_pipeline,joint_accuracy,Overall,0.6444
en_hi_te,English+Hindi+Telugu,E_joint,joint_f1,English,0.8099
en_hi_te,English+Hindi+Telugu,E_joint,joint_f1,Spanish,0.6683
en_hi_te,English+Hindi+Telugu,E_joint,joint_f1,Hindi,0.7417
en_hi_te,English+Hindi+Telugu,E_joint,joint_f1,Telugu,0.7732
en_hi_te,English+Hindi+Telugu,E_joint,joint_f1,Overall,0.742
en_hi_te,English+Hindi+Telugu,E_joint,joint_f1_macro_avg,Overall,0.7483
en_hi_te,English+Hindi+Telugu,E_joint,classification_macro_f1,English,0.818
en_hi_te,English+Hindi+Telugu,E_joint,classification_macro_f1,Hindi,0.758
en_hi_te,English+Hindi+Telugu,E_joint,classification_macro_f1,Indonesian,0.775
en_hi_te,English+Hindi+Telugu,E_joint,classification_macro_f1,Spanish,0.6846
en_hi_te,English+Hindi+Telugu,E_joint,classification_macro_f1,Telugu,0.7732
en_hi_te,English+Hindi+Telugu,E_joint,classification_macro_f1,Overall,0.7613
en_hi_te,English+Hindi+Telugu,E_joint,e2e_span_overlap_f1,English,0.702
en_hi_te,English+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Hindi,0.6319
en_hi_te,English+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Indonesian,0.5927
en_hi_te,English+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Spanish,0.5587
en_hi_te,English+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.8216
en_hi_te,English+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.6306
en_hi_te,English+Hindi+Telugu,E_joint,joint_accuracy,Overall,0.6328
en_hi_te,English+Hindi+Telugu,F_sequential,joint_f1,English,0.8259
en_hi_te,English+Hindi+Telugu,F_sequential,joint_f1,Spanish,0.7125
en_hi_te,English+Hindi+Telugu,F_sequential,joint_f1,Hindi,0.6744
en_hi_te,English+Hindi+Telugu,F_sequential,joint_f1,Telugu,0.774
en_hi_te,English+Hindi+Telugu,F_sequential,joint_f1,Overall,0.7622
en_hi_te,English+Hindi+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.7467
en_hi_te,English+Hindi+Telugu,F_sequential,classification_macro_f1,English,0.8339
en_hi_te,English+Hindi+Telugu,F_sequential,classification_macro_f1,Hindi,0.6915
en_hi_te,English+Hindi+Telugu,F_sequential,classification_macro_f1,Indonesian,0.8057
en_hi_te,English+Hindi+Telugu,F_sequential,classification_macro_f1,Spanish,0.7336
en_hi_te,English+Hindi+Telugu,F_sequential,classification_macro_f1,Telugu,0.7898
en_hi_te,English+Hindi+Telugu,F_sequential,classification_macro_f1,Overall,0.786
en_hi_te,English+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,English,0.7141
en_hi_te,English+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.5145
en_hi_te,English+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.592
en_hi_te,English+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.5393
en_hi_te,English+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.7766
en_hi_te,English+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.6178
en_hi_te,English+Hindi+Telugu,F_sequential,joint_accuracy,Overall,0.6454
en_hi_te,English+Hindi+Telugu,G_bio,joint_f1,English,0.4685
en_hi_te,English+Hindi+Telugu,G_bio,joint_f1,Spanish,0.4573
en_hi_te,English+Hindi+Telugu,G_bio,joint_f1,Hindi,0.4876
en_hi_te,English+Hindi+Telugu,G_bio,joint_f1,Telugu,0.4876
en_hi_te,English+Hindi+Telugu,G_bio,joint_f1,Overall,0.4596
en_hi_te,English+Hindi+Telugu,G_bio,e2e_span_overlap_f1,English,0.7801
en_hi_te,English+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.7441
en_hi_te,English+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.6461
en_hi_te,English+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.7505
en_hi_te,English+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.2703
en_hi_te,English+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.6921
en_hi_te,English+Hindi+Telugu,G_bio,joint_accuracy,Overall,0.2469
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_f1,English,0.7666
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_f1,Spanish,0.7671
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_f1,Hindi,0.687
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_f1,Telugu,0.7575
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_f1,Overall,0.7572
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_f1_macro_avg,Overall,0.7445
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,English,0.7782
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Hindi,0.7048
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Indonesian,0.7992
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Spanish,0.771
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Telugu,0.7575
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Overall,0.7779
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,English,0.7008
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Hindi,0.4981
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Indonesian,0.6614
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Spanish,0.7544
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Telugu,0.7482
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Overall,0.6921
es_hi_te,Spanish+Hindi+Telugu,A_pipeline,joint_accuracy,Overall,0.613
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_f1,English,0.7628
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_f1,Spanish,0.7271
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_f1,Hindi,0.6771
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_f1,Telugu,0.7835
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_f1,Overall,0.7403
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_f1_macro_avg,Overall,0.7376
es_hi_te,Spanish+Hindi+Telugu,E_joint,classification_macro_f1,English,0.7823
es_hi_te,Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Hindi,0.7097
es_hi_te,Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Indonesian,0.7809
es_hi_te,Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Spanish,0.7537
es_hi_te,Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Telugu,0.7835
es_hi_te,Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Overall,0.7699
es_hi_te,Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,English,0.6847
es_hi_te,Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Hindi,0.5981
es_hi_te,Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Indonesian,0.6576
es_hi_te,Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Spanish,0.7512
es_hi_te,Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.897
es_hi_te,Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.702
es_hi_te,Spanish+Hindi+Telugu,E_joint,joint_accuracy,Overall,0.613
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_f1,English,0.7663
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_f1,Spanish,0.7402
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_f1,Hindi,0.6744
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_f1,Telugu,0.8046
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_f1,Overall,0.7489
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.7464
es_hi_te,Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,English,0.7784
es_hi_te,Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Hindi,0.7085
es_hi_te,Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Indonesian,0.7904
es_hi_te,Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Spanish,0.7519
es_hi_te,Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Telugu,0.8046
es_hi_te,Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Overall,0.773
es_hi_te,Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,English,0.6141
es_hi_te,Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.5348
es_hi_te,Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.6524
es_hi_te,Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.6816
es_hi_te,Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.8563
es_hi_te,Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.6556
es_hi_te,Spanish+Hindi+Telugu,F_sequential,joint_accuracy,Overall,0.6182
es_hi_te,Spanish+Hindi+Telugu,G_bio,joint_f1,English,0.4571
es_hi_te,Spanish+Hindi+Telugu,G_bio,joint_f1,Spanish,0.4686
es_hi_te,Spanish+Hindi+Telugu,G_bio,joint_f1,Hindi,0.479
es_hi_te,Spanish+Hindi+Telugu,G_bio,joint_f1,Telugu,0.4876
es_hi_te,Spanish+Hindi+Telugu,G_bio,joint_f1,Overall,0.4599
es_hi_te,Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,English,0.7245
es_hi_te,Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.7456
es_hi_te,Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.6529
es_hi_te,Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.7775
es_hi_te,Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.3525
es_hi_te,Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.6921
es_hi_te,Spanish+Hindi+Telugu,G_bio,joint_accuracy,Overall,0.2573
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_f1,English,0.8023
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_f1,Spanish,0.7309
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_f1,Hindi,0.687
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_f1,Telugu,0.774
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_f1,Overall,0.7631
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_f1_macro_avg,Overall,0.7486
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,English,0.8063
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Hindi,0.687
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Indonesian,0.8092
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Spanish,0.7432
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Telugu,0.7898
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,classification_macro_f1,Overall,0.7823
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,English,0.7222
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Hindi,0.519
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Indonesian,0.6489
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Spanish,0.6117
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Telugu,0.7552
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,e2e_span_overlap_f1,Overall,0.6571
en_es_hi_te,English+Spanish+Hindi+Telugu,A_pipeline,joint_accuracy,Overall,0.6464
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_f1,English,0.7745
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_f1,Spanish,0.752
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_f1,Hindi,0.6357
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_f1,Telugu,0.7903
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_f1,Overall,0.759
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_f1_macro_avg,Overall,0.7381
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,classification_macro_f1,English,0.7825
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Hindi,0.654
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Indonesian,0.7968
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Spanish,0.7677
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Telugu,0.7903
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,classification_macro_f1,Overall,0.776
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,English,0.6744
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Hindi,0.4476
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Indonesian,0.6319
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Spanish,0.7047
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Telugu,0.719
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,e2e_span_overlap_f1,Overall,0.6566
en_es_hi_te,English+Spanish+Hindi+Telugu,E_joint,joint_accuracy,Overall,0.6475
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_f1,English,0.7819
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_f1,Spanish,0.7636
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_f1,Hindi,0.6418
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_f1,Telugu,0.7889
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_f1,Overall,0.753
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_f1_macro_avg,Overall,0.744
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,English,0.79
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Hindi,0.6591
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Indonesian,0.7752
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Spanish,0.7756
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Telugu,0.8046
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,classification_macro_f1,Overall,0.7741
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,English,0.6709
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Hindi,0.4929
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Indonesian,0.6563
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Spanish,0.6776
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Telugu,0.8221
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,e2e_span_overlap_f1,Overall,0.6661
en_es_hi_te,English+Spanish+Hindi+Telugu,F_sequential,joint_accuracy,Overall,0.6381
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,joint_f1,English,0.4628
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,joint_f1,Spanish,0.4708
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,joint_f1,Hindi,0.4876
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,joint_f1,Telugu,0.479
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,joint_f1,Overall,0.4647
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,English,0.7521
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Hindi,0.7308
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Indonesian,0.6464
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Spanish,0.7835
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Telugu,0.3045
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,e2e_span_overlap_f1,Overall,0.6949
en_es_hi_te,English+Spanish+Hindi+Telugu,G_bio,joint_accuracy,Overall,0.2521
